time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-05-12,10.2,7.8,15.0,,,46.0,23.2,,1013.8,
2019-05-13,8.7,7.2,10.0,,,40.0,18.5,,1011.2,
2019-05-14,9.5,7.8,11.7,,,,8.7,,1010.1,
2019-05-15,14.5,8.3,21.7,,,,6.5,,1010.7,
2019-05-16,17.8,12.2,22.8,,,,6.5,,1011.1,
2019-05-17,20.0,15.0,24.4,,,,9.0,,1009.0,
2019-05-18,18.3,14.4,23.9,,,,6.0,,1014.8,
2019-05-19,19.7,15.6,25.0,,,,7.5,,1016.8,
2019-05-20,24.5,20.0,29.4,,,,15.8,,1009.2,
2019-05-21,19.1,14.4,23.9,,,,9.1,,1013.5,
2019-05-22,19.0,13.9,24.4,,,,9.1,,1022.7,
2019-05-23,18.0,13.9,22.2,,,,9.8,,1018.9,
2019-05-24,21.2,17.8,24.4,,,,8.6,,1013.2,
2019-05-25,17.4,14.4,21.1,,,,12.1,,1021.9,
2019-05-26,21.9,16.1,30.0,,,247.0,12.1,,1013.7,
2019-05-27,22.8,18.3,27.8,,,,6.3,,1012.9,
2019-05-28,19.6,17.2,21.7,,,,10.3,,1009.7,
2019-05-29,18.0,14.4,21.1,,,,11.8,,1006.8,
2019-05-30,16.5,14.4,20.0,,,,8.1,,,
2019-05-31,21.7,17.2,27.2,,,,7.6,,1007.3,
2019-06-01,21.4,19.4,25.6,,,,8.6,,1009.8,
2019-06-02,21.7,17.8,28.9,,,,6.0,,1006.6,
2019-06-03,18.9,15.6,23.3,,,,9.1,,1012.3,
2019-06-04,18.2,13.9,22.8,,,,12.9,,1018.5,
2019-06-05,21.9,17.8,27.8,,,240.0,9.9,,1011.8,
2019-06-06,24.5,20.6,28.9,,,,7.2,,1007.1,
2019-06-07,22.0,17.8,26.1,,,,8.3,,1013.1,
2019-06-08,21.3,16.7,27.2,,,,13.2,,1020.2,
2019-06-09,20.6,17.2,25.0,,,59.0,16.5,,1025.5,
2019-06-10,18.2,16.1,20.6,,,,16.2,,1018.1,
2019-06-11,22.1,18.3,26.7,,,,5.0,,1013.0,
2019-06-12,20.2,16.7,23.9,,,,10.5,,1021.3,
2019-06-13,17.6,15.6,19.4,,,,16.9,,1011.1,
2019-06-14,19.3,15.6,23.9,,,,16.8,,1012.2,
2019-06-15,22.2,16.7,27.8,,,251.0,13.6,,1018.1,
2019-06-16,23.3,20.6,27.8,,,248.0,11.5,,1011.8,
2019-06-17,22.3,21.1,23.9,,,,5.1,,1014.2,
2019-06-18,20.8,19.4,22.2,,,,5.9,,1013.2,
2019-06-19,20.0,19.4,21.1,,,66.0,10.3,,1010.9,
2019-06-22,23.2,17.8,28.3,,,,5.2,,,
2019-06-23,24.7,19.4,30.6,,,,9.3,,1014.5,
2019-06-24,24.9,20.0,30.0,,,,7.3,,1011.5,
2019-06-25,25.0,21.7,30.6,,,,5.2,,1010.1,
2019-06-26,26.9,22.8,31.1,,,,6.9,,1015.6,
2019-06-27,28.0,22.8,33.3,,,,4.4,,1019.4,
2019-06-28,27.6,22.8,32.2,,,,7.0,,1020.8,
2019-06-29,26.5,22.8,35.0,,,249.0,9.4,,1015.2,
2019-06-30,25.5,21.7,30.6,,,,7.5,,1008.9,
2019-07-01,24.7,19.4,31.1,,,,9.6,,1012.8,
2019-07-02,26.0,21.1,31.1,,,,7.3,,1010.0,
2019-07-03,27.0,24.4,30.6,,,,5.3,,1011.0,
2019-07-04,26.4,22.2,31.7,,,,5.6,,1017.7,
2019-07-05,25.1,22.8,28.3,,,,6.1,,1020.2,
2019-07-06,26.5,25.0,31.1,,,,7.7,,1013.6,
2019-07-07,25.9,22.8,30.0,,,,11.4,,1012.4,
2019-07-08,23.3,21.7,26.7,,,,8.4,,1015.3,
2019-07-09,26.0,21.1,31.7,,,,6.5,,1016.8,
2019-07-10,27.1,22.8,31.1,,,,7.5,,1016.6,
2019-07-11,25.1,22.8,30.0,,,,9.5,,1013.1,
2019-07-12,26.4,22.2,32.2,,,,6.7,,1007.5,
2019-07-13,26.6,22.2,30.6,,,,9.3,,1013.0,
2019-07-14,28.4,23.3,33.3,,,,6.9,,1013.5,
2019-07-15,26.7,22.2,31.7,,,,7.4,,1017.3,
2019-07-16,27.8,23.3,33.9,,,,7.2,,1017.4,
2019-07-17,28.8,23.9,33.9,,,,9.5,,1013.7,
2019-07-18,24.4,22.8,28.3,,,,10.6,,1012.3,
2019-07-19,27.4,22.2,33.3,,,,10.8,,1012.0,
2019-07-20,31.4,26.7,36.7,,,,11.4,,1010.3,
2019-07-21,31.7,26.7,36.7,,,,9.4,,1009.0,
2019-07-22,27.2,23.3,31.7,,,,7.6,,1009.3,
2019-07-23,22.6,21.1,23.9,,,,8.9,,1009.8,
2019-07-24,25.1,21.1,30.6,,,,8.3,,1013.7,
2019-07-25,26.2,22.8,31.1,,,,7.8,,1019.0,
2019-07-26,26.6,22.8,31.1,,,,7.2,,1023.9,
2019-07-27,26.3,22.8,31.1,,,,8.0,,1023.9,
2019-07-28,27.9,22.8,32.8,,,250.0,13.0,,1019.2,
2019-07-29,28.4,23.9,33.9,,,,8.1,,1015.7,
2019-07-30,28.8,25.0,33.9,,,,9.3,,1015.4,
2019-07-31,25.6,22.2,32.2,,,,7.8,,1016.6,
2019-08-01,26.8,22.8,32.2,,,,6.2,,1018.3,
2019-08-02,26.5,23.9,31.1,,,,8.0,,1019.8,
2019-08-03,26.2,22.8,31.1,,,,8.4,,1016.6,
2019-08-04,26.2,21.7,33.3,,,,5.9,,1013.1,
2019-08-05,25.3,22.8,28.3,,,,11.3,,1014.9,
2019-08-06,24.9,23.3,27.8,,,,9.0,,1012.1,
2019-08-07,24.2,21.1,28.9,,,,10.1,,1009.8,
2019-08-08,25.0,21.1,30.0,,,244.0,13.2,,1007.1,
2019-08-09,25.4,21.7,30.6,,,,6.8,,1007.6,
2019-08-10,25.3,21.1,29.4,,,,8.4,,1010.5,
2019-08-11,24.5,20.0,28.3,,,,6.5,,1015.7,
2019-08-12,26.1,21.1,31.7,,,246.0,11.8,,1014.5,
2019-08-13,24.9,23.3,27.8,,,,8.4,,1009.8,
2019-08-14,24.5,23.3,27.8,,,,6.9,,1010.1,
2019-08-15,24.4,22.2,27.8,,,92.0,11.5,,1015.6,
2019-08-16,24.2,21.7,28.3,,,,10.2,,1016.9,
2019-08-17,26.2,23.3,31.1,,,,9.2,,1016.1,
2019-08-18,27.1,24.4,31.7,,,,5.7,,1015.9,
2019-08-19,26.9,23.9,32.8,,,,7.7,,1015.2,
2019-08-20,27.5,24.4,31.7,,,,8.9,,1018.1,
2019-08-21,26.9,24.4,31.1,,,,9.0,,1013.9,
2019-08-22,27.5,23.3,33.3,,,,10.2,,1011.5,
2019-08-23,22.7,20.6,24.4,,,,8.5,,1015.4,
2019-08-24,22.9,20.0,26.7,,,,10.4,,1021.1,
2019-08-25,22.2,19.4,26.1,,,49.0,21.9,,1024.0,
2019-08-26,20.7,17.8,25.6,,,,16.3,,1022.6,
2019-08-27,21.2,19.4,24.4,,,,9.3,,1018.6,
2019-08-28,22.3,20.6,23.9,,,,9.6,,1012.5,
2019-08-29,24.7,20.6,30.0,,,,5.4,,1012.1,
2019-08-30,25.4,20.0,31.1,,,249.0,11.4,,1016.4,
2019-08-31,25.5,22.8,29.4,,,,8.5,,1022.4,
2019-09-01,23.0,20.6,26.1,,,82.0,15.1,,1026.3,
2019-09-02,22.7,21.1,25.0,,,,7.5,,1018.3,
2019-09-03,24.3,21.1,28.9,,,,9.1,,1016.7,
2019-09-04,25.3,21.1,30.6,,,,9.5,,1014.1,
2019-09-05,22.4,20.0,25.0,,,,11.5,,1017.8,
2019-09-06,19.1,16.7,21.1,,,35.0,19.4,,1012.3,
2019-09-07,20.4,15.0,25.6,,,,6.3,,1009.6,
2019-09-08,22.1,18.9,26.7,,,,7.1,,1016.9,
2019-09-09,22.6,20.0,26.1,,,61.0,13.9,,1023.3,
2019-09-10,22.6,21.1,26.1,,,146.0,10.0,,1026.6,
2019-09-11,25.8,21.1,32.2,,,247.0,12.3,,1020.8,
2019-09-12,24.1,18.3,27.2,,,6.0,14.3,,1018.6,
2019-09-13,19.4,16.7,22.8,,,68.0,18.0,,1029.9,
2019-09-14,21.6,18.3,23.9,,,,10.3,,1025.5,
2019-09-15,24.9,21.7,30.0,,,,6.8,,1020.3,
2019-09-16,23.0,21.7,26.1,,,,4.7,,1017.6,
2019-09-17,22.4,18.9,26.7,,,,14.9,,1019.8,
2019-09-19,18.4,14.4,23.9,,,,11.4,,1026.9,
2019-09-20,20.4,14.4,27.2,,,,10.6,,1023.8,
2019-09-22,24.4,19.4,30.6,,,237.0,8.8,,1020.0,
2019-09-23,26.1,21.7,31.1,,,246.0,13.0,,1011.5,
2019-09-24,22.9,20.0,26.7,,,,7.5,,1009.3,
2019-09-25,21.5,17.2,27.2,,,,6.5,,1011.8,
2019-09-26,21.6,18.9,27.8,,,,8.8,,1010.3,
2019-10-08,17.2,16.1,18.3,,,40.0,20.0,,1023.3,
2019-10-09,14.4,12.2,16.1,,,30.0,20.8,,1024.2,
2019-10-10,17.5,12.8,23.9,,,,15.5,,1022.7,
2019-10-11,16.4,14.4,18.3,,,,17.5,,1019.5,
2019-10-12,16.6,14.4,20.0,,,,10.9,,1015.3,
2019-10-13,16.5,13.3,20.6,,,,7.4,,1018.1,
2019-10-14,18.5,15.6,24.4,,,,9.3,,1015.1,
2019-10-15,15.9,12.8,20.0,,,,8.6,,1020.1,
2019-10-16,16.5,13.9,18.9,,,,12.9,,1007.3,
2019-10-17,13.2,11.7,15.0,,,,21.0,,994.7,
2019-10-18,13.2,10.6,16.7,,,,7.6,,1010.2,
2019-10-19,12.5,8.9,18.3,,,,9.2,,1017.8,
2019-10-20,13.6,12.2,15.6,,,,11.2,,1016.8,
2019-10-21,15.4,11.7,21.7,,,,11.0,,1017.7,
2019-10-22,15.5,14.4,17.2,,,50.0,16.5,,1016.0,
2019-10-23,17.1,14.4,21.1,,,,10.2,,1013.8,
2019-10-24,15.4,11.7,20.6,,,,11.6,,1025.6,
2019-10-26,15.8,13.3,18.3,,,,9.0,,1023.5,
2019-10-27,16.4,14.4,20.0,,,,12.2,,1014.2,
2019-10-28,15.6,14.4,17.2,,,,8.6,,1020.8,
2019-10-29,14.6,12.8,15.6,,,42.0,12.9,,1025.7,
2019-10-30,16.6,15.6,17.8,,,50.0,11.3,,1023.6,
2019-10-31,19.1,16.7,21.1,,,,9.6,,1011.6,
2019-11-01,12.7,8.3,21.1,,,,16.2,,1015.3,
2019-11-02,9.9,7.2,13.3,,,,8.1,,1022.0,
2019-11-03,10.0,6.7,13.9,,,,10.3,,1020.1,
2019-11-04,11.1,7.2,15.0,,,,10.6,,1027.1,
2019-11-05,13.9,12.2,15.6,,,,10.3,,1022.3,
2019-11-06,11.5,8.3,15.0,,,,11.6,,1027.6,
2019-11-08,4.2,0.6,7.8,,,,7.9,,1021.7,
2019-11-09,3.4,0.0,6.7,,,,10.8,,1026.1,
2019-11-10,8.4,4.4,11.1,,,248.0,12.9,,1019.0,
2019-11-11,12.6,9.4,16.7,,,,6.8,,1016.5,
2019-11-12,6.6,-1.7,13.9,,,,9.4,,1012.5,
2019-11-13,0.2,-3.3,4.4,,,,8.9,,1027.2,
2019-11-14,4.4,0.6,7.8,,,,12.0,,1029.3,
2019-11-15,7.4,3.3,11.7,,,,13.2,,1023.4,
2019-11-16,4.9,1.7,7.8,,,,21.8,,1029.4,
2019-11-17,4.4,1.7,6.7,,,35.0,25.6,,1025.1,
2019-11-18,6.0,5.0,6.7,,,,11.2,,1010.0,
2019-11-19,7.6,5.6,11.1,,,,8.9,,1009.0,
2019-11-20,7.3,5.6,11.1,,,,5.8,,1014.7,
2019-11-21,8.7,5.0,12.8,,,,10.1,,1020.5,
2019-11-22,8.8,5.0,11.7,,,,12.7,,1011.2,
2019-11-23,5.4,2.8,8.3,,,,9.2,,1014.9,
2019-11-24,6.6,5.0,8.9,,,,14.8,,996.9,
2019-11-25,8.3,4.4,12.2,,,246.0,11.9,,1009.8,
2019-11-26,11.1,7.2,17.8,,,,8.9,,1016.4,
2019-11-27,12.1,9.4,14.4,,,,9.2,,1010.4,
2019-11-28,8.6,4.4,11.7,,,,9.1,,1011.6,
2019-11-29,3.7,0.6,7.2,,,,7.8,,1022.2,
2019-11-30,4.6,1.7,9.4,,,,9.3,,1017.8,
2019-12-01,2.6,0.6,4.4,,,39.0,21.7,,1009.9,
2019-12-02,3.1,1.1,4.4,,,,15.6,,999.3,
2019-12-03,2.2,0.6,5.6,,,,7.4,,1001.0,
2019-12-04,3.2,1.1,4.4,,,262.0,15.4,,1001.4,
2019-12-05,4.4,2.8,7.8,,,,11.0,,1008.9,
2019-12-06,5.7,2.2,9.4,,,,12.2,,1018.6,
2019-12-07,3.0,1.1,6.1,,,,6.8,,1028.1,
2019-12-08,3.3,-0.6,6.7,,,,8.8,,1032.3,
2019-12-09,9.4,6.1,12.2,,,,13.5,,1016.8,
2019-12-10,12.1,6.7,13.3,,,,13.4,,1010.9,
2019-12-11,2.6,1.1,5.0,,,,12.4,,1025.3,
2019-12-12,1.0,-1.1,3.3,,,,7.6,,1038.8,
2019-12-13,6.2,2.2,10.0,,,37.0,17.0,,1026.7,
2019-12-14,10.4,7.8,13.3,,,,17.5,,996.6,
2019-12-15,6.5,3.9,9.4,,,269.0,20.9,,1009.3,
2019-12-16,2.3,1.7,3.9,,,,8.6,,1024.0,
2019-12-17,1.8,1.1,2.8,,,,19.1,,1010.4,
2019-12-18,1.0,-3.9,3.9,,,,13.1,,1011.7,
2019-12-19,-4.4,-7.2,-0.6,,,,9.5,,1026.7,
2019-12-20,-1.3,-4.4,3.9,,,,8.7,,1034.5,
2019-12-21,-0.2,-2.8,2.2,,,,7.1,,1035.5,
2019-12-22,3.6,-0.6,8.9,,,259.0,12.9,,1027.1,
2019-12-23,7.6,3.3,13.9,,,,10.5,,1019.0,
2019-12-24,7.1,4.4,11.1,,,,10.2,,1019.5,
2019-12-25,5.0,2.2,8.3,,,,8.7,,1022.6,
2019-12-26,5.7,3.3,7.8,,,50.0,14.2,,1026.3,
2019-12-27,9.6,7.8,11.7,,,,10.9,,1024.1,
2019-12-28,8.5,5.6,11.7,,,,8.8,,1022.6,
2019-12-29,6.1,5.0,7.2,,,,11.1,,1022.0,
2019-12-30,5.2,3.9,6.1,,,33.0,27.3,,1009.4,
2019-12-31,5.2,3.9,7.2,,,,13.7,,1005.1,
2020-01-01,3.6,1.7,5.0,,,,17.3,,1008.2,
2020-01-02,4.7,0.6,8.9,,,,12.4,,1013.9,
2020-01-03,7.6,6.7,8.3,,,257.0,8.4,,1010.2,
2020-01-04,8.2,6.7,9.4,,,,5.7,,1003.7,
2020-01-05,4.6,2.8,7.2,,,,8.2,,1010.1,
2020-01-06,4.0,0.6,7.2,,,256.0,15.9,,1015.3,
2020-01-07,4.7,3.3,6.7,,,286.0,10.4,,1016.2,
2020-01-08,2.6,-0.6,6.7,,,,13.4,,1016.6,
2020-01-09,-0.6,-3.3,2.2,,,,9.1,,1038.8,
2020-01-10,6.4,1.1,11.7,,,265.0,14.5,,1034.5,
2020-01-11,14.6,11.1,18.3,,,,13.3,,1023.3,
2020-01-12,15.7,9.4,19.4,,,,15.5,,1018.1,
2020-01-14,6.3,5.0,7.8,,,,9.9,,1025.3,
2020-01-15,8.2,6.1,11.7,,,,9.0,,1020.9,
2020-01-16,6.7,2.2,10.0,,,,10.6,,1015.1,
2020-01-17,-1.2,-3.9,2.2,,,,8.8,,1034.7,
2020-01-18,-2.2,-5.0,2.8,,,,10.2,,1028.5,
2020-01-19,4.0,0.6,7.2,,,,10.2,,1008.9,
2020-01-20,-1.7,-5.0,2.8,,,,9.1,,1024.2,
2020-01-21,-1.5,-4.4,3.3,,,,8.9,,1030.8,
2020-01-22,1.0,-2.2,5.6,,,,8.1,,1031.3,
2020-01-23,3.5,0.0,7.2,,,264.0,7.5,,1029.4,
2020-01-24,6.5,3.3,11.7,,,32.0,10.6,,1027.4,
2020-01-25,6.6,4.4,10.0,,,23.0,22.9,,1014.5,
2020-01-26,5.5,3.3,8.9,,,260.0,14.9,,1009.3,
2020-01-27,5.1,3.3,8.3,,,,14.7,,1006.6,
2020-01-28,4.9,3.9,7.2,,,,6.3,,1010.2,
2020-01-29,3.5,1.1,7.2,,,,7.8,,1018.2,
2020-01-30,1.3,-1.7,4.4,,,,10.7,,1026.3,
2020-01-31,4.3,2.2,6.1,,,,7.5,,1026.0,
2020-02-01,4.8,3.9,6.1,,,272.0,8.7,,1013.5,
2020-02-02,3.9,2.2,6.1,,,252.0,12.7,,1002.2,
2020-02-03,8.0,2.8,13.9,,,,10.8,,1009.1,
2020-02-04,9.5,6.1,13.9,,,326.0,7.3,,1009.4,
2020-02-05,6.0,4.4,10.6,,,,10.0,,1015.5,
2020-02-06,4.7,3.3,5.6,,,41.0,17.9,,1003.7,
2020-02-07,5.5,1.7,12.2,,,,20.6,,991.2,
2020-02-08,2.6,0.0,6.1,,,,14.2,,1020.5,
2020-02-09,4.1,1.1,7.2,,,30.0,14.0,,1031.5,
2020-02-10,6.4,5.6,7.8,,,243.0,13.6,,1022.3,
2020-02-11,7.6,6.1,9.4,,,,4.7,,1013.8,
2020-02-12,5.9,4.4,8.3,,,,9.0,,1020.3,
2020-02-13,4.7,2.8,6.1,,,,6.4,,1007.8,
2020-02-14,0.8,-5.6,4.4,,,,9.6,,1024.9,
2020-02-15,-3.4,-7.2,0.0,,,,11.9,,1035.1,
2020-02-16,2.9,-1.1,7.8,,,256.0,12.1,,1022.5,
2020-02-17,6.9,3.9,11.1,,,,8.7,,1024.2,
2020-02-18,6.1,3.9,8.9,,,44.0,15.8,,1022.8,
2020-02-19,7.1,2.2,11.1,,,,7.4,,1023.0,
2020-02-20,1.0,-1.7,2.8,,,,9.4,,1030.8,
2020-02-21,-0.6,-3.9,3.3,,,,12.4,,1031.4,
2020-02-22,4.4,-0.6,10.6,,,259.0,17.4,,1024.6,
2020-02-23,7.6,2.2,13.9,,,233.0,10.6,,1021.8,
2020-02-24,8.7,4.4,16.7,,,270.0,6.6,,1017.0,
2020-02-25,8.5,7.2,9.4,,,311.0,6.3,,1012.2,
2020-02-26,7.8,7.2,8.3,,,49.0,14.9,,1012.0,
2020-02-27,4.9,0.6,7.2,,,280.0,28.9,,1001.2,
2020-02-28,2.1,-1.1,5.6,,,262.0,28.0,,1010.7,
2020-02-29,0.4,-1.7,3.3,,,,12.5,,1012.8,
2020-03-01,2.4,-2.8,8.9,,,,10.2,,1020.5,
2020-03-02,9.1,3.9,14.4,,,,10.4,,1015.0,
2020-03-03,10.9,8.9,13.3,,,,9.6,,,
2020-03-04,10.2,7.2,13.9,,,,19.5,,1007.3,
2020-03-05,7.6,4.4,12.2,,,,7.9,,1018.8,
2020-03-06,5.5,3.9,7.8,,,,13.1,,1012.8,
2020-03-07,5.9,3.3,11.1,,,,7.8,,1021.9,
2020-03-08,8.0,2.2,15.0,,,,13.6,,1030.0,
2020-03-09,13.4,6.7,21.7,,,264.0,15.1,,1027.1,
2020-03-10,14.5,11.1,17.2,,,267.0,17.5,,1018.5,
2020-03-11,10.8,7.0,14.4,,,,,,,
2020-03-12,8.2,6.7,8.9,,,43.0,11.1,,1020.7,
2020-03-13,13.1,8.9,20.6,,,,,,,
2020-03-14,10.1,7.0,15.0,,,,,,,
2020-03-15,9.1,6.7,13.9,,,,8.7,,1030.5,
2020-03-16,5.2,1.7,7.8,,,65.0,17.9,,1034.6,
2020-03-17,8.3,5.6,11.7,,,,10.4,,1023.2,
2020-03-18,8.8,6.1,12.2,,,,8.3,,1030.6,
2020-03-19,8.3,6.1,10.6,,,34.0,14.3,,1024.8,
2020-03-20,13.6,8.3,22.8,,,268.0,9.4,,1014.8,
2020-03-21,10.6,6.7,18.9,,,,10.2,,1024.1,
2020-03-22,5.0,2.2,8.3,,,58.0,19.6,,1036.7,
2020-03-23,4.3,3.9,5.6,,,46.0,21.4,,1026.9,
2020-03-24,8.1,3.3,14.4,,,,8.8,,1019.5,
2020-03-25,6.5,5.6,7.2,,,38.0,21.1,,1018.6,
2020-03-26,8.7,4.4,15.6,,,57.0,9.6,,1015.8,
2020-03-27,14.2,10.0,21.1,,,,6.9,,1011.2,
2020-03-28,9.5,7.8,12.8,,,41.0,18.7,,1018.9,
2020-03-29,7.9,7.2,8.3,,,30.0,25.2,,1014.1,
2020-03-30,8.4,6.7,10.0,,,60.0,9.8,,1014.1,
2020-03-31,6.7,5.6,7.8,,,105.0,11.7,,1016.2,
2020-04-01,8.7,4.4,14.4,,,,13.1,,1009.5,
2020-04-02,10.0,4.4,16.1,,,,5.4,,1005.8,
2020-04-03,10.2,7.8,11.7,,,,8.3,,1005.4,
2020-04-04,11.0,8.3,16.1,,,,10.7,,1015.1,
2020-04-05,11.3,7.8,18.3,,,307.0,6.3,,1016.9,
2020-04-06,13.7,10.0,18.3,,,,8.5,,1016.0,
2020-04-07,14.0,10.0,18.9,,,226.0,9.3,,1012.4,
2020-04-08,14.2,10.0,19.4,,,,7.8,,1001.7,
2020-04-09,10.9,8.3,14.4,,,,7.3,,996.0,
2020-04-10,7.2,4.4,9.4,,,,14.6,,997.6,
2020-04-11,9.2,4.4,13.9,,,,10.1,,1012.5,
2020-04-12,12.3,7.8,18.3,,,81.0,7.0,,1020.7,
2020-04-13,14.6,12.2,18.3,,,,16.4,,1008.0,
2020-04-14,11.8,8.9,16.1,,,,9.5,,1016.4,
2020-04-15,9.5,6.1,12.8,,,,10.7,,1014.7,
2020-04-16,8.2,5.0,11.1,,,,14.2,,1018.7,
2020-04-17,6.5,3.3,10.0,,,248.0,14.6,,1022.9,
2020-04-18,7.5,6.7,8.9,,,,10.4,,1009.8,
2020-04-19,10.4,4.4,16.1,,,255.0,16.5,,1011.5,
2020-04-20,11.9,9.4,13.9,,,,6.9,,1004.7,
2020-04-21,10.2,6.7,15.0,,,,11.0,,1002.4,
2020-04-22,7.7,3.3,12.8,,,,10.1,,1011.3,
2020-04-23,7.6,5.6,11.7,,,,5.9,,1017.5,
2020-04-24,8.5,6.7,10.0,,,35.0,16.1,,1008.4,
2020-04-25,11.8,7.8,18.3,,,259.0,6.4,,1017.2,
2020-04-26,9.3,7.2,10.6,,,,20.1,,1012.1,
2020-04-27,7.8,5.6,10.6,,,,8.2,,1012.9,
2020-04-28,11.8,5.6,19.4,,,,7.5,,1019.8,
2020-04-29,10.8,8.9,13.3,,,51.0,19.9,,1022.8,
2020-04-30,12.5,10.6,15.0,,,75.0,20.6,,1016.7,
2020-05-01,14.6,11.7,19.4,,,,4.6,,1006.5,
2020-05-02,17.3,11.1,23.3,,,,6.5,,1013.3,
2020-05-03,18.9,12.8,26.1,,,260.0,11.0,,1008.1,
2020-05-04,17.7,11.1,22.8,,,,7.0,,1006.1,
2020-05-05,13.1,8.3,18.3,,,,7.2,,1012.5,
2020-05-06,10.5,8.3,12.8,,,36.0,14.2,,1010.6,
2020-05-07,13.9,8.3,20.6,,,,12.9,,1008.1,
2020-05-08,10.5,7.8,15.6,,,,7.7,,1008.5,
2020-05-09,6.0,2.2,9.4,,,,10.3,,1010.8,
2020-05-10,11.1,4.4,17.8,,,260.0,23.9,,1017.8,
2020-05-11,12.0,8.9,16.1,,,,12.4,,1011.8,
2020-05-12,11.6,7.2,16.7,,,,6.7,,1016.6,
2020-05-13,11.9,6.1,18.9,,,,8.6,,1025.0,
2020-05-14,14.9,10.0,18.9,,,296.0,7.1,,1024.3,
2020-05-15,21.1,15.6,27.2,,,260.0,13.7,,1013.9,
2020-05-16,21.0,17.8,25.0,,,,5.7,,1016.6,
2020-05-17,15.6,13.3,18.9,,,118.0,13.5,,1024.9,
2020-05-18,16.3,13.3,20.6,,,52.0,13.7,,1021.0,
2020-05-19,15.7,12.8,19.4,,,47.0,24.1,,1023.9,
2020-05-20,14.2,11.1,18.9,,,64.0,18.6,,1030.2,
2020-05-21,14.1,10.0,19.4,,,,9.5,,1029.0,
2020-05-22,17.6,12.8,24.4,,,305.0,4.6,,1021.5,
2020-05-23,16.4,13.9,19.4,,,32.0,14.1,,1016.6,
2020-05-24,15.6,12.2,21.1,,,54.0,16.8,,1024.0,
2020-05-25,17.0,13.3,22.8,,,34.0,9.1,,1023.3,
2020-05-26,18.0,14.4,23.9,,,245.0,8.1,,1023.2,
2020-05-27,18.5,15.0,24.4,,,321.0,5.7,,1023.7,
2020-05-28,20.0,16.7,23.9,,,110.0,6.9,,1021.5,
2020-05-29,22.8,18.3,27.2,,,,5.6,,1015.6,
2020-05-30,23.4,19.4,28.3,,,,9.2,,1012.0,
2020-05-31,18.8,14.4,22.8,,,,7.2,,1017.6,
2020-06-01,17.4,11.7,23.3,,,,8.5,,1021.8,
2020-06-02,19.3,15.0,23.3,,,268.0,9.9,,1015.4,
2020-06-03,21.0,16.1,26.1,,,265.0,11.7,,1005.1,
2020-06-04,23.8,19.4,30.6,,,,6.9,,1010.5,
2020-06-05,22.5,20.0,28.3,,,264.0,7.9,,1012.5,
2020-06-06,24.8,21.0,30.0,,,,5.2,,1008.2,
2020-06-07,22.4,17.8,26.7,,,,7.0,,1012.0,
2020-06-08,21.8,17.2,27.8,,,,8.3,,1016.0,
2020-06-09,24.5,18.3,30.6,,,247.0,10.4,,1013.9,
2020-06-10,24.4,21.7,28.3,,,,10.6,,1014.7,
2020-06-11,23.4,21.7,27.2,,,250.0,9.6,,1015.6,
2020-06-12,25.0,20.6,29.4,,,265.0,7.4,,1017.9,
2020-06-13,21.0,16.7,25.6,,,,9.6,,1021.5,
2020-06-14,18.9,14.4,24.4,,,70.0,13.1,,1027.8,
2020-06-15,19.6,17.2,23.3,,,,13.8,,1029.1,
2020-06-16,20.5,17.2,25.0,,,54.0,12.5,,1028.0,
2020-06-17,20.6,17.8,26.1,,,61.0,16.1,,1024.6,
2020-06-18,21.0,18.9,24.4,,,97.0,11.7,,1021.9,
2020-06-19,22.3,18.3,27.2,,,212.0,8.5,,1020.1,
2020-06-20,24.2,20.6,29.4,,,256.0,7.1,,1017.9,
2020-06-21,24.8,20.6,30.0,,,240.0,6.2,,1016.0,
2020-06-22,26.1,21.7,32.2,,,,9.3,,1014.0,
2020-06-23,25.6,22.8,28.9,,,,9.0,,1008.9,
2020-06-24,26.4,23.3,30.0,,,268.0,12.8,,1006.5,
2020-06-25,25.1,22.2,29.4,,,232.0,8.6,,1014.2,
2020-06-26,25.5,20.6,30.6,,,,8.8,,1014.0,
2020-06-27,24.1,21.7,26.1,,,263.0,8.0,,1009.1,
2020-06-28,25.8,22.2,31.1,,,243.0,7.9,,1006.9,
2020-06-29,25.3,21.7,31.7,,,,6.3,,1009.2,
2020-06-30,23.1,20.6,27.2,,,,5.9,,1012.1,
2020-07-01,22.8,19.4,25.6,,,,,,1011.7,
2020-07-02,26.4,21.1,32.2,,,,,,1009.9,
2020-07-03,27.8,23.3,32.8,,,,6.2,,1010.1,
2020-07-04,24.6,21.1,31.1,,,,10.7,,1013.1,
2020-07-05,26.9,22.2,33.9,,,254.0,6.6,,1014.0,
2020-07-06,26.1,22.2,33.9,,,282.0,8.6,,1016.7,
2020-07-07,25.0,22.8,27.8,,,,11.8,,1019.1,
2020-07-08,25.8,23.9,30.0,,,268.0,5.6,,1016.2,
2020-07-09,26.7,23.3,31.7,,,234.0,8.5,,1015.6,
2020-07-10,24.3,23.3,25.6,,,52.0,19.8,,1010.4,
2020-07-11,26.1,23.3,30.6,,,222.0,14.1,,1005.3,
2020-07-12,27.3,22.8,32.2,,,261.0,14.9,,1006.4,
2020-07-13,27.2,22.8,32.2,,,262.0,9.7,,1008.9,
